ID,CalcRMSD,COM_Distance
mac-x5150,5.534282429,3.29367995
mac-x5151,4.575062808,2.509013881
mac-x5153,1.627397028,0.445013644
mac-x5154,3.457802185,1.86373
mac-x5155,3.237077304,2.047905346
mac-x5156,0.587629224,0.223599873
mac-x5157,1.223119965,0.772767625
mac-x5158,0.597795996,0.171585349
mac-x5163,0.522139661,0.296265866
mac-x5164,3.806297133,2.029481085
mac-x5169,0.997155572,0.501080594
mac-x5170,1.757326144,0.580911806
mac-x5177,4.700302203,2.709559305
mac-x5179,2.532051803,0.729681048
mac-x5180,1.903591641,0.596474181
mac-x5191,0.425478678,0.262361416
mac-x5196,5.157098148,2.941773326
mac-x5197,2.286542757,0.574553606
mac-x5201,1.192673328,0.499923572
mac-x5208,3.872328443,1.899557043
mac-x5209,2.69193502,1.26068138
mac-x5210,1.563345051,0.207929319
mac-x5214,2.068100276,0.353532301
mac-x5216,1.648702773,0.638986391
mac-x5219,2.611860484,1.36044788
mac-x5222,12.79856648,11.37569108
mac-x5225,2.040203118,0.580889072
mac-x5226,2.850872458,1.299667574
mac-x5227,4.5815607,2.459377463
mac-x5228,2.163193253,0.457313987
mac-x5229,3.959667512,2.094781406
mac-x5232,2.563038117,0.838530323
mac-x5239,2.789764011,0.819800607
mac-x5243,0.670655562,0.329786242
mac-x5244,2.809095593,1.285090196
mac-x5246,1.486367598,0.428706685
mac-x5248,0.855568267,0.347344877
mac-x5251,0.781731715,0.421199169
mac-x5252,3.517915441,1.531693154
mac-x5253,3.29458109,1.242803767
mac-x5257,2.674104409,1.118714232
mac-x5258,2.48351194,0.606561748
mac-x5259,0.689853139,0.303411907
mac-x5263,1.050631579,0.508383417
mac-x5264,1.785495152,0.23091194
mac-x5269,3.909961502,2.124771777
mac-x5271,2.108096594,0.681686209
mac-x5276,1.954236048,0.543787502
mac-x5279,1.149720912,0.379164055
mac-x5281,0.675264467,0.343541097
mac-x5282,2.307896751,0.621940345
mac-x5292,0.997772979,0.428463319
mac-x5294,1.56226969,0.601538251
mac-x5297,1.108125471,0.41685355
mac-x5299,4.359805358,2.162931384
mac-x5300,2.198749402,0.620142579
mac-x5301,3.20542069,1.470037018
mac-x5304,2.503848549,0.740027031
mac-x5314,2.406176984,0.661965824
mac-x5316,0.992141623,0.474985328
mac-x5322,2.866689777,1.413569997
mac-x5323,1.094563178,0.337610015
mac-x5325,1.317676705,0.601162877
mac-x5327,2.071988135,0.75601674
mac-x5328,1.221885862,0.821317614
mac-x5331,2.658772723,0.85257014
mac-x5332,3.848203196,1.319418146
mac-x5334,2.628023627,0.914342006
mac-x5335,4.661488196,2.597023551
mac-x5336,22.68784265,22.3775324
mac-x5337,2.329685884,0.453521689
mac-x5339,1.944778461,0.658169942
mac-x5341,1.647063447,0.801526837
mac-x5342,14.08159484,11.60792885
mac-x5344,2.271951157,0.34933745
mac-x5346,2.060923337,1.114230072
mac-x5350,3.580229693,0.41761009
mac-x5352,1.721489673,0.534165338
mac-x5355,1.598586161,0.284099109
mac-x5357,2.929547168,1.033620983
mac-x5359,3.645754909,2.145237612
mac-x5364,1.26629068,0.741469911
mac-x5366,3.626612676,2.008031253
mac-x5373,0.857472782,0.61191328
mac-x5379,2.285394037,1.446185695
mac-x5381,2.201403563,0.250993307
mac-x5383,1.029833737,0.377226726
mac-x5384,2.267701711,0.300126677
mac-x5386,2.174363186,0.531248683
mac-x5387,1.137074585,0.796085068
mac-x5388,1.087748665,0.688771547
mac-x5389,1.40813502,0.200960531
mac-x5393,2.729572688,1.46916156
mac-x5395,1.233991348,0.491500925
mac-x5399,1.682126095,0.744437485
mac-x5400,1.065062557,0.670182194
mac-x5405,2.085874891,0.639599672
mac-x5407,2.155039484,0.389997187
mac-x5415,4.096596475,0.904108752
mac-x5416,2.611921616,0.847540947
mac-x5419,1.036557175,0.40494236
mac-x5425,1.702136962,0.617942855
mac-x5427,2.237888711,0.680697037
mac-x5431,2.495176905,0.982352897
mac-x5435,3.756538389,1.812462305
mac-x5437,3.692474353,1.756402793
mac-x5448,1.552722738,0.492297182
mac-x5449,1.939261254,0.537958823
mac-x5451,2.000356159,1.730033429
mac-x5452,2.492198419,1.086091419
mac-x5453,1.093560365,0.287595539
mac-x5456,2.472241387,0.564160617
mac-x5459,1.566335082,0.898299464
mac-x5461,1.583722273,0.620722242
mac-x5465,2.023014262,0.425532412
mac-x5467,2.496514771,0.747669108
mac-x5471,7.400396787,4.409406325
mac-x5474,1.067722893,0.550694362
mac-x5477,2.399806045,0.706816417
mac-x5479,2.2206254,0.572669515
mac-x5485,2.094462604,1.120334626
mac-x5486,1.698659334,0.790778264
mac-x5487,0.47281902,0.282949567
mac-x5490,2.548308008,0.937958929
mac-x5492,3.499538962,1.840140599
mac-x5501,0.469636405,0.062564624
mac-x5505,1.018437283,0.51326263
mac-x5507,2.999776595,0.641709264
mac-x5509,0.671856644,0.550635962
mac-x5510,4.078952468,2.505950677
mac-x5511,0.705502556,0.084584043
mac-x5516,1.508247824,0.693692926
mac-x5523,0.834298508,0.518765284
mac-x5525,0.697998066,0.315482131
mac-x5529,2.094699698,0.481196926
mac-x5533,10.11591158,6.808264031
mac-x5543,1.023837634,0.69186421
mac-x5547,3.374132302,2.106895438
mac-x5550,14.56560635,13.10194246
mac-x5555,1.46970817,0.540163123
mac-x5560,5.375220716,3.009176237
mac-x5561,4.696480868,2.316290832
mac-x5563,6.997270905,4.210917025
mac-x5565,1.461610554,0.552679794
mac-x5632,1.86236165,0.628838499
mac-x5633,2.330486537,1.094156367
mac-x5636,3.631011071,1.855555069
mac-x5637,2.278858475,0.903969276
mac-x5638,2.903465678,1.513895181
mac-x5640,0.953289778,0.657031358
mac-x5641,2.739858564,1.464548076
mac-x5642,3.175493006,1.433798386
mac-x5644,3.1544125,1.498157397
mac-x5645,2.357934124,1.701515156
mac-x5646,3.535522414,1.781542015
mac-x5647,1.685192196,0.194182525
mac-x5649,0.953316841,0.210353805
mac-x5651,1.789378989,0.640426616
mac-x5653,3.910589658,2.064711094
mac-x5654,1.276022884,0.564684323
mac-x5655,1.639757732,0.283782812
mac-x5656,3.25994091,1.802114475
mac-x5657,1.254794605,0.537498583
mac-x5658,1.195187349,0.358387289
mac-x5662,2.637170399,1.05246155
mac-x5663,0.680448034,0.514159619
mac-x5664,4.071533992,2.160019128
mac-x5665,0.647288267,0.284445979
mac-x5667,1.319829415,0.388013857
mac-x5671,3.161096654,1.460892913
mac-x5672,2.377406199,1.207632248
mac-x5673,2.604030874,0.738499315
mac-x5674,2.037333629,0.334871646
mac-x5677,4.042577247,2.096261029
mac-x5679,0.669083061,0.413871838
mac-x5681,1.391276824,0.816710943
mac-x5682,1.5194729,0.832510987
mac-x5685,0.958492071,0.226291145
mac-x5688,1.102296837,0.385647414
mac-x5689,1.188925502,0.673345058
mac-x5690,1.366852406,0.848792042
mac-x5691,1.58179651,0.317905623
mac-x5698,1.376387264,0.175174256
mac-x5709,3.592616786,1.850198896
mac-x5712,2.464649895,0.583634522
mac-x5716,3.317954438,1.536637118
mac-x5717,2.020988832,0.784755226
mac-x5718,1.720344297,0.607630149
mac-x5720,2.310500585,1.110447193
mac-x5723,0.868110956,0.307512376
mac-x5729,0.575416154,0.401096774
mac-x5731,2.293681974,1.688200651
mac-x5733,0.578728641,0.316910912
mac-x5734,1.842932401,0.481465833
mac-x5738,8.685068854,4.705661923
mac-x5751,2.704515843,1.430234934
mac-x5753,4.416067326,2.282905819
mac-x5758,0.565688395,0.423247623
mac-x5766,4.648808757,2.866203494
mac-x5773,5.566473476,3.029731978
mac-x5774,3.414491239,2.019145989
mac-x5776,3.416387559,1.246779742
mac-x5777,2.471469326,1.417171515
mac-x5779,0.367793475,0.201063305
mac-x5783,0.564303623,0.457603231
mac-x5784,4.364340495,2.297229127
mac-x5785,3.722161583,1.841375764
mac-x5790,4.106241933,2.102900372
mac-x5792,2.431676413,0.853975975
mac-x5794,3.232071919,1.590863495
