ID,CalcRMSD,COM_Distance
mac-x5327,1.5275566910738352,0.4698184374814689
mac-x4788,2.3113169947023713,0.562576948070212
mac-x5119,2.3979093289780575,0.37928264197034217
mac-x5657,0.45091587352853324,0.3101656185612913
mac-x5131,4.374237247795323,3.0459589338865105
mac-x3597,2.7352056229833983,0.6377082757813343
mac-x4373,0.5648520391102049,0.49446609804637365
mac-x3408,1.5465561562531263,1.2877545259620793
mac-x5079,1.024513979766426,0.1518065998806061
mac-x3420,0.5595991189351929,0.20481180905079163
mac-x5723,1.6665333858989408,0.5700762475124168
mac-x3434,0.29258389110361727,0.2159494825470714
mac-x5092,0.64079051178993,0.48301318242880686
mac-x5509,2.974156350967448,1.5044114480420512
mac-x4165,1.404635495422211,0.5752676867844538
mac-x5253,2.7353782492859504,1.1586614363454308
mac-x3636,1.5004972054743604,0.3165398771113286
mac-x4159,0.5658476995160614,0.4513962063945546
mac-x4818,2.658536272295549,1.64135603002029
mac-x4830,0.5456309650303952,0.2056986813278106
mac-x4824,2.303435194584856,1.0998573279189159
mac-x4831,1.6396752196965583,0.48897069662200116
mac-x4819,1.7973102288763425,0.44239436993107756
mac-x5246,1.5728154258006128,0.5718719587373462
mac-x3623,2.066380132018308,0.48893716620849703
mac-x5252,0.9106755445099098,0.6943253665835816
mac-x5087,0.8126925724967007,0.4275885652077321
mac-x5093,0.9073706033174668,0.4723216090992997
mac-x3421,0.5056198520455949,0.25936651414136486
mac-x5078,2.961783209112001,1.6557809447620315
mac-x3409,0.34374428058483014,0.27538639292169087
mac-x4372,0.4820020746843315,0.40309705098669996
mac-x5681,1.1582544625426654,0.5147914577768338
mac-x5656,1.039380280946801,0.48435984539782356
mac-x3555,1.1762363207931226,0.5584655261917589
mac-x5124,0.6520625195575691,0.24443832941218513
mac-x5642,1.1321568157969795,0.2877435468701781
mac-x3233,1.150418391799469,0.639248861223829
mac-x5118,1.1231515926178448,0.3890021824060454
mac-x4951,1.6103881667532969,0.6220903591649624
mac-x5332,2.567580323962621,1.3569666324563674
mac-x4762,3.279019476500974,1.762020744289285
mac-x4760,3.4895955926152817,1.8464058938922352
mac-x5456,0.36801172750192046,0.1289488292076245
mac-x3966,0.5546392220774392,0.4841067375417739
mac-x4953,1.0890180592319545,0.43177002194669056
mac-x5132,0.3639297213821139,0.16978257237907354
mac-x3543,0.534898939052976,0.4286910947144757
mac-x5654,0.7789457298169105,0.07408010866622851
mac-x3231,10.674314588109436,8.857089655523469
mac-x5640,0.7611754396983661,0.5775450047398959
mac-x4358,1.5586790561241266,0.8256777912721075
mac-x5720,1.8872794272082856,0.6172252023477478
mac-x5734,1.5904590008338269,0.8039238359139571
mac-x5052,0.9230757011209859,0.5716168362635785
mac-x5085,1.6737504530088625,0.39539255363264125
mac-x5091,1.6571484067835525,0.6424728326709478
mac-x4166,1.5357187950244362,0.35933920923939683
mac-x5244,0.9151113535923834,0.30099599669713706
mac-x4827,0.9960340881525619,0.5935326425163387
mac-x4833,0.6334547442741895,0.24795869449908584
mac-x5292,0.4726290388172671,0.24270198847215066
mac-x4826,0.8186713702701468,0.27463888932787023
mac-x5251,0.38216419728201906,0.326295950160913
mac-x5523,0.3686535184514955,0.2737293054075268
mac-x5279,1.5830277207635637,0.4580944546834932
mac-x5090,1.2229481976427488,0.38495583263483013
mac-x5084,0.6487210900160251,0.46586600025534586
mac-x5053,0.8747689318960331,0.6110331584911067
mac-x4359,1.7750778782025907,0.8593276280320501
mac-x5709,0.8712084166622582,0.5946792473276815
mac-x4371,0.41396051061402606,0.3116427235562461
mac-x4365,0.7494863528466997,0.6387949602095008
mac-x5682,1.8490121117704126,1.022821075706105
mac-x5641,1.6933878412674346,0.5361800599512488
mac-x5127,2.447087470229971,0.9895796371303685
mac-x5325,1.5271869400960711,0.8125170782820517
mac-x4985,1.1639687432633723,0.7256458118742625
mac-x5331,1.8989364414576,1.2688095644244852
mac-x3998,0.3584378308318314,0.24462443361287023
mac-x4761,1.9357304822727779,0.7795401753598112
mac-x4775,1.1319734427096777,0.4382009206688188
mac-x4013,0.4556676420374834,0.3408484977416017
mac-x5335,1.6465207560185813,0.8369431193336883
mac-x4995,2.549304325039807,1.2890690014987651
mac-x5453,0.8786599559453119,0.5326718459375858
mac-x4981,2.7322153578927044,1.721558464440075
mac-x4759,1.578456891364074,0.8087331514469515
mac-x4771,2.459801596620515,0.9321542113214004
mac-x4765,1.422829168278913,0.7324671699978641
mac-x5490,0.3514721141980167,0.1505352043572078
mac-x4942,1.1836647423245412,0.10048717748801193
mac-x3963,0.7597931050621618,0.5410223575844667
mac-x5651,1.4748524219957284,0.3255406329534045
mac-x5123,7.639356839202282,4.639006338915699
mac-x5645,1.899794262043982,0.22745180646246424
mac-x4201,2.6591017844377447,1.6261849645378315
mac-x5679,3.290478051822229,1.7003262338702319
mac-x3432,1.6822377953190801,0.7141527400394473
mac-x5043,0.5925700907909537,0.48717492767612863
mac-x3426,0.46622383751441476,0.38527734118375034
mac-x4349,1.4237311987576131,0.7056331668827474
mac-x5057,1.4865249134077163,0.21353268760937963
mac-x5731,2.263803215829503,1.993711010914403
mac-x4361,3.8369685951281904,1.9869818884428656
mac-x3397,1.0941652613054478,0.20169652334223928
mac-x5533,9.38913919681367,6.313278040329962
mac-x5269,1.8667300019017214,0.5928436682633926
mac-x5282,1.0479773796391285,0.6880348778074953
mac-x4837,0.7912896646193062,0.27749385489803485
mac-x5297,1.0956243452398973,0.7329967120873071
mac-x4162,0.49056926965856024,0.32544252191353396
mac-x3396,0.3800292094036979,0.31160886540662086
mac-x5081,8.74224479726106,3.290004566159666
mac-x4374,0.963788747599804,0.38593446748696864
mac-x5718,2.0806857176314626,1.053177360404767
mac-x5056,3.016159190619403,0.9343766864834336
mac-x3427,0.4803766066437115,0.3548342283939139
mac-x3433,0.22534313704163395,0.1531559125989508
mac-x5122,0.33973943302616644,0.1939780157343489
mac-x5644,1.8540866874136288,0.46130841160473324
mac-x5650,1.3081429786653975,0.37303944746215867
mac-x5485,2.3025680445971624,0.6943081556484925
mac-x4016,0.7923698631321102,0.32246173085660834
mac-x4770,2.738938622491892,1.2642003059563978
mac-x5334,4.932167546191399,2.6701320192080233
mac-x5452,0.8704214496437918,0.4276429707322069
mac-x3753,0.5899057291048885,0.44626848328287116
mac-x5322,1.9630852146557465,0.6107022069716154
mac-x5336,0.6860155141935822,0.6416957922535568
mac-x4772,2.5406160834201876,1.2124005414534729
mac-x4014,1.2124931546198519,0.4680460474141428
mac-x5487,0.8335786653366001,0.5542324892803705
mac-x3960,9.060961824635394,7.168359839807749
mac-x5646,1.750507670723883,0.41388148838356315
mac-x5120,1.4368379997410983,0.5508790737596213
mac-x3551,1.1244172045997873,0.6136772950826749
mac-x5685,1.557192264943542,0.507760772903931
mac-x5691,0.6376858160567785,0.5944245746938781
mac-x3425,0.7303169566310624,0.4765024787395044
mac-x5054,1.1464591139678737,0.3191340456023131
mac-x3431,0.6945188550356273,0.19876756677084634
mac-x3419,0.3028747449212473,0.22950799496549334
mac-x4362,3.3118312004086197,1.7233612143134796
mac-x4160,0.6226765508323892,0.5079787404568661
mac-x4835,1.242550090448158,0.6248069553109639
mac-x4821,1.2634139911539206,0.7260880096321415
mac-x5281,3.601781524468135,1.7034671078421193
mac-x4809,2.255692704901837,0.9307788148728326
mac-x4820,0.6863336230327521,0.09013948870402447
mac-x5294,1.455604642408095,0.5315396938898823
mac-x5525,0.30987973473591346,0.24253434292897963
mac-x5243,0.5748270328081821,0.30140703490802495
mac-x5257,0.35048902344518007,0.1849517621462054
mac-x5082,1.8048172534031848,1.480866829995796
mac-x3395,0.37062267424790135,0.2712111666461782
mac-x5069,2.3039489770584956,0.5125236098144872
mac-x4377,3.521582828650721,1.7677203724550803
mac-x5733,0.5417867846302644,0.35008973706752583
mac-x3424,3.2258284953607617,0.9845601261351666
mac-x5690,0.7234588447175136,0.6373871154957489
mac-x5109,12.323356915494523,10.534876501177497
mac-x5653,0.5457427579865232,0.342462849553201
mac-x5647,0.8839764524132144,0.4820894590606567
mac-x3961,0.5629326977732084,0.45248104796271793
mac-x5492,0.9114399596243297,0.3168929235562052
mac-x5486,2.0329885226762436,0.8263465966395526
mac-x4940,0.7713839078781293,0.6308802774254748
mac-x5479,0.7218713335645229,0.24889257189735364
mac-x5451,2.700873297922094,2.3371941790072737
mac-x5337,1.3681204163684604,0.3893465226266164
mac-x5323,1.1911024095349652,0.48639496553727174
mac-x5344,1.1805041046842955,0.16547136195215034
mac-x5350,0.5625408584194608,0.12377814930651743
mac-x3912,0.27313350049180946,0.2130268384131418
mac-x5387,7.3334690404110034,2.3763881927396837
mac-x5393,0.6692852201284238,0.18029888680000028
mac-x5146,1.437063734310552,0.5483810365481938
mac-x3523,0.808248221464173,0.5136017464010906
mac-x2832,0.3678072864966106,0.24728894031072485
mac-x5191,0.43536578692066785,0.37343892616992297
mac-x3443,0.3432448834287258,0.14082649786173396
mac-x5026,0.5932983018684617,0.3668448667352507
mac-x3480,0.23790369199881486,0.08858230113331977
mac-x5783,0.516777005761876,0.4508413218715926
mac-x4112,0.7170544279422436,0.683062336192425
mac-x4106,1.3572713515502821,0.24455077831772964
mac-x3899,3.295258280675982,1.0281719405119998
mac-x4890,2.2872014138882273,0.48352465165428726
mac-x4847,0.5324600509731715,0.27919412576483293
mac-x4846,1.8835941707278665,0.5375383691141394
